LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA15800,0,0,6,0,0,4,13,4,4,4,3,0,0,0,0,35,0,0,3,0,0,3,0,0,0,0,0,0,14,0,0,7,0,0,8,0,0,0,0,0,0,15,7,3,12,16,12,13,7,3,0,0,0,0,64,39,17,28,52,78,111,74,44,16,7,10,35,507
LGA15850,0,0,12,0,3,0,0,3,13,3,3,0,0,0,0,24,0,0,0,0,0,4,4,0,0,0,0,3,9,0,0,3,7,3,4,0,0,0,0,0,0,19,0,6,3,8,9,20,6,9,0,0,3,3,70,47,24,14,42,64,128,85,63,30,17,19,30,563
LGA15900,0,3,174,22,20,10,19,37,133,198,178,43,32,15,28,740,9,15,9,19,17,68,65,61,19,24,8,7,327,49,26,15,53,59,132,110,101,28,19,9,42,636,86,56,41,93,126,380,414,376,112,86,33,78,1877,635,281,272,450,682,2072,2730,3881,1882,1360,854,536,15624
LGA15950,5,0,16,12,3,0,3,4,9,15,23,23,37,38,6,179,11,0,0,0,3,11,12,19,3,15,31,7,113,11,4,0,8,9,16,12,17,6,12,18,12,117,34,7,0,10,16,35,35,64,31,65,93,27,425,284,45,43,47,86,240,251,584,490,834,1420,188,4505
LGA15990,43,17,222,30,9,12,20,15,76,80,162,105,158,168,42,876,36,10,12,13,21,64,72,103,57,71,78,31,575,64,21,23,29,42,90,76,109,65,91,76,49,740,148,44,50,65,91,250,250,415,248,351,367,136,2418,1218,320,308,407,541,1721,1886,3807,3284,5790,7896,1319,28504
LGA16100,0,0,9,3,0,0,0,0,3,3,4,0,0,0,7,22,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,10,5,4,4,4,3,14,5,6,0,0,0,3,48,27,12,19,18,33,112,99,70,46,19,23,29,507
LGA16150,5,3,54,5,0,3,10,23,52,54,32,3,5,3,6,203,3,0,0,3,20,26,21,14,3,0,3,0,87,10,7,10,13,12,29,28,21,5,4,0,10,141,14,9,18,35,54,117,114,71,17,13,4,21,488,111,62,60,158,235,700,902,965,364,243,126,131,4056
LGA16200,0,0,19,0,0,3,7,8,17,5,9,5,0,0,3,74,0,0,0,6,3,7,3,4,0,0,0,0,31,3,8,4,3,4,8,3,3,0,0,0,3,34,5,9,6,21,21,42,17,18,5,0,0,8,156,62,34,43,83,111,350,240,199,79,42,27,61,1334
LGA16260,13,8,142,43,14,4,20,21,77,90,158,90,76,53,26,676,43,10,6,16,34,55,72,98,43,46,35,32,474,52,10,20,29,21,83,120,136,66,75,47,38,692,145,35,34,71,86,226,293,429,215,220,143,96,1985,1140,271,281,383,543,1801,2223,4406,3036,3507,2380,785,20753
LGA16350,7,12,231,39,12,17,30,48,152,224,311,137,63,48,60,1126,17,11,13,14,30,74,87,101,44,23,5,25,446,57,31,28,59,80,198,218,243,75,65,36,65,1150,112,61,55,112,174,470,564,701,282,158,104,158,2947,731,330,293,494,775,2421,3654,6572,3812,2654,1115,1028,23874
LGA16380,4,0,94,14,7,5,9,29,78,93,70,18,16,8,20,361,9,3,3,7,19,39,40,24,8,3,0,0,151,23,11,14,19,24,56,65,30,13,6,8,19,284,48,22,21,36,74,194,227,152,42,25,15,41,901,314,157,125,232,393,1064,1431,1772,683,425,219,281,7092
LGA16400,0,6,71,13,0,9,13,25,71,67,61,22,13,5,14,317,6,0,3,12,7,35,18,13,11,4,4,4,118,18,13,11,18,16,71,49,23,12,12,4,10,257,32,20,22,46,63,182,150,107,46,33,17,39,767,268,140,143,251,342,1074,1365,1701,721,538,250,303,7103
LGA16490,3,3,65,5,6,7,11,12,27,56,73,26,27,11,16,285,5,3,0,0,5,16,15,37,13,8,3,5,114,13,6,0,15,12,44,37,34,10,24,13,9,225,28,18,7,29,40,87,121,162,63,70,34,37,691,211,105,85,142,219,653,881,1586,1054,1154,628,269,6979
LGA16550,3,3,68,15,4,5,4,7,24,31,61,46,67,72,14,358,13,3,0,6,12,27,28,22,18,25,38,15,208,34,12,6,16,18,32,35,43,25,35,32,18,305,72,19,19,24,39,91,106,138,98,136,149,55,937,510,107,107,134,215,610,624,1279,1065,1796,2801,492,9745
LGA16610,0,0,26,0,3,0,8,8,32,16,12,3,0,0,9,108,3,4,3,0,4,13,10,3,0,0,4,0,39,3,7,6,10,7,24,14,7,3,0,0,9,96,9,15,14,23,27,80,46,29,5,0,5,22,265,78,72,67,126,175,511,397,304,117,58,33,106,2045
LGA16650,8,3,67,26,9,7,12,10,39,55,72,47,47,31,19,352,16,4,6,4,12,31,33,48,26,18,19,13,237,25,16,3,11,24,49,61,92,48,31,25,24,403,70,24,15,24,44,130,155,232,130,98,84,59,1062,441,143,104,188,246,808,995,1916,1307,1535,1182,475,9331
LGA16700,7,6,50,20,6,8,5,19,25,39,64,35,47,48,16,339,18,6,3,4,12,30,27,35,28,28,20,18,228,30,15,7,6,18,49,52,52,34,30,30,27,353,69,30,17,22,55,114,116,167,101,115,109,60,966,654,167,153,186,314,834,818,1860,1317,1835,1997,498,10622
LGA16900,0,3,85,13,9,3,14,23,73,86,114,36,22,6,23,421,3,0,0,8,12,32,32,45,16,11,4,3,164,16,15,9,19,19,56,58,66,17,9,8,9,314,37,29,21,42,53,172,210,231,71,43,18,36,982,270,159,116,232,321,994,1340,2175,970,673,277,279,7809
LGA16950,0,4,97,23,5,18,21,36,113,112,70,22,29,4,26,474,5,3,9,13,18,32,38,21,7,4,3,9,165,30,16,13,23,43,85,52,30,16,9,7,30,357,64,34,42,68,94,256,217,140,59,38,13,64,1095,474,205,206,366,536,1581,1748,1788,675,460,257,407,8713
LGA17000,0,4,26,4,0,0,5,0,16,21,36,16,15,3,7,116,3,0,3,0,0,9,11,10,3,6,3,0,41,4,0,0,4,6,17,8,14,5,0,0,8,61,9,0,3,8,11,45,37,56,29,22,5,14,242,92,21,30,63,94,322,438,678,358,277,116,109,2600
LGA17040,0,0,14,7,3,3,10,13,23,11,5,0,0,0,0,73,0,0,3,4,4,11,8,7,3,3,0,3,47,7,4,3,12,7,17,12,11,0,3,0,6,70,15,9,11,25,27,54,27,22,3,8,3,11,208,78,46,64,123,180,406,314,335,148,105,65,82,1940
LGA17080,0,0,15,5,3,3,8,9,14,4,7,0,0,0,4,60,0,0,0,6,6,9,3,0,0,0,0,0,24,6,6,3,5,4,3,3,3,3,0,0,8,40,12,9,3,16,19,31,13,14,4,3,0,9,139,67,40,28,91,116,288,245,216,72,46,26,76,1315
LGA17100,7,3,21,7,3,3,3,7,11,9,14,15,10,19,7,102,3,3,3,3,3,15,10,23,11,12,10,4,98,17,3,0,3,4,13,8,20,17,16,12,3,120,19,8,9,10,16,41,29,65,46,42,49,17,349,200,30,38,50,93,281,306,639,368,418,659,155,3228
LGA17150,25,11,231,39,8,3,25,23,88,106,201,110,151,80,49,881,26,11,6,23,29,63,86,103,54,61,51,26,546,47,33,23,27,46,108,115,158,70,88,55,40,803,123,58,37,79,101,284,344,508,277,329,206,127,2466,1095,363,297,458,664,2044,2330,4711,3953,5683,4286,1163,27042
LGA17200,11,0,42,17,4,0,5,4,28,32,78,59,58,58,16,365,12,4,4,7,3,20,22,46,33,30,40,9,223,25,7,3,6,6,31,20,41,35,27,37,14,251,58,12,5,21,20,78,81,169,129,120,147,34,881,507,95,86,143,186,623,761,1741,1376,2145,2460,348,10471
LGA17310,0,0,64,8,10,4,22,28,91,78,42,8,3,3,11,306,8,4,5,5,16,37,25,18,7,0,0,3,115,17,11,8,16,27,54,34,21,9,4,4,8,200,30,17,18,51,77,190,154,89,23,8,3,29,697,226,130,105,264,419,1181,1234,1142,430,245,130,240,5752
LGA17350,0,0,12,0,4,0,7,0,8,0,3,0,0,0,0,21,0,3,0,0,3,0,3,0,0,0,0,0,7,0,3,0,3,0,0,0,0,3,0,0,0,15,0,8,6,6,5,10,3,3,3,0,0,3,50,37,28,19,39,61,130,92,54,24,17,11,27,530
LGA17400,0,0,3,0,0,0,0,0,5,4,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,4,9,3,0,3,0,0,0,20,0,8,4,3,8,17,13,0,0,0,0,0,51,38,30,26,41,47,101,71,58,13,7,12,20,463
LGA17420,16,4,145,27,6,7,10,13,59,55,92,83,111,83,28,561,28,3,12,6,13,45,38,59,34,54,36,18,347,42,11,5,17,15,70,53,100,50,62,46,43,518,103,29,24,39,54,178,168,278,188,242,175,91,1570,1037,255,230,338,466,1545,1655,3609,2971,4586,3952,1020,21682
LGA17550,4,5,138,13,14,9,21,31,82,95,104,36,14,6,25,449,12,3,8,9,13,33,34,35,13,11,4,9,188,20,17,10,24,29,93,71,47,16,8,9,16,370,51,39,31,61,83,240,227,224,72,44,24,57,1148,378,204,141,317,425,1152,1457,2017,1034,676,335,386,8511
LGA17620,0,0,19,0,3,0,6,8,15,15,9,0,0,0,3,58,3,0,0,0,0,9,3,5,0,0,0,3,20,4,0,0,0,3,12,6,0,3,3,0,4,39,9,0,3,16,9,37,31,13,4,3,0,6,133,63,22,33,53,87,220,248,292,138,121,63,64,1404
LGA17640,0,0,4,0,0,0,0,4,3,4,3,4,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,3,4,3,3,3,0,0,0,3,26,0,3,4,4,9,17,9,5,3,0,0,4,64,36,25,24,47,58,135,132,124,70,37,21,37,745
LGA17650,0,0,10,0,0,0,3,3,6,9,3,0,0,0,7,34,0,0,0,0,0,10,0,0,0,0,0,0,13,0,9,3,3,0,3,3,0,0,0,0,0,19,3,7,7,10,9,14,13,4,3,0,0,3,74,25,20,31,40,55,125,124,126,32,28,12,33,647
LGA17750,4,4,86,11,3,3,13,35,93,76,35,8,4,0,8,301,4,3,3,3,17,25,31,17,3,7,0,6,122,12,10,7,29,18,51,44,23,6,5,3,13,223,32,18,20,48,78,194,175,88,26,21,7,32,740,240,108,88,225,377,1248,1516,1287,447,326,175,251,6294
LGA17850,0,0,3,0,5,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,4,5,5,3,3,0,6,0,0,0,6,0,5,24,29,8,7,17,18,37,24,20,12,13,3,18,210
LGA17900,0,0,3,0,0,0,5,3,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,11,6,0,3,9,4,4,4,0,0,0,0,0,38,56,12,15,33,23,37,25,12,3,3,4,23,242
LGA17950,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,7,0,0,0,0,0,0,11,4,0,0,3,10,7,4,3,0,0,0,0,26,21,6,9,23,23,32,17,17,0,9,5,6,182
LGA18020,0,0,12,3,4,5,5,3,10,0,0,0,0,0,0,36,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,3,0,11,3,0,0,0,0,0,21,7,9,12,8,16,23,5,3,0,0,3,0,80,86,37,49,66,80,139,69,40,19,19,14,50,675
LGA18050,9,0,35,5,3,0,3,3,7,15,21,28,27,50,6,178,9,0,5,0,5,9,13,16,9,10,19,6,92,14,3,0,4,0,3,14,22,7,11,17,6,99,38,9,6,10,6,23,46,58,45,55,90,21,408,273,47,42,67,79,261,248,535,419,789,1859,262,4890
LGA18100,0,0,0,0,3,0,3,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,7,3,3,11,7,0,3,0,0,0,0,32,35,26,13,28,33,46,33,29,10,7,13,21,287
LGA18200,0,0,8,0,0,0,7,3,4,0,4,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,10,3,0,0,3,3,6,0,0,0,0,4,0,26,3,3,6,16,12,8,4,3,0,0,4,0,61,30,21,17,59,105,129,111,88,20,19,24,39,662
LGA18230,0,3,57,8,10,10,25,24,92,58,31,15,3,4,16,302,0,3,4,8,10,20,20,15,4,0,0,3,99,11,5,4,18,25,42,28,17,3,3,0,7,164,21,21,21,55,63,178,116,69,30,11,14,26,624,167,93,99,211,367,1087,1100,1017,349,214,104,214,5015
LGA18250,12,0,57,22,3,0,3,3,16,7,25,23,30,62,11,212,29,0,5,7,3,16,14,19,10,27,33,7,178,10,5,3,9,4,17,26,20,12,19,23,7,151,68,10,10,18,15,62,52,73,52,88,125,30,597,504,91,77,84,106,368,365,736,562,1162,2177,287,6532
LGA18350,3,0,78,8,0,3,8,21,44,48,52,15,14,9,17,234,3,3,0,4,7,19,20,17,4,6,3,3,99,15,6,3,17,6,41,28,32,12,6,7,7,179,34,9,12,29,39,114,102,126,44,38,15,28,587,235,91,68,138,212,617,835,1249,602,491,381,244,5161
LGA18400,6,4,72,4,0,3,10,17,33,49,57,36,29,13,19,272,3,0,0,4,5,16,15,18,10,4,7,3,89,13,0,3,9,14,40,34,34,16,20,5,14,202,30,3,13,22,38,93,120,125,71,58,26,42,639,203,95,90,144,225,662,952,1698,1161,1114,558,357,7256
LGA18450,11,6,243,24,15,11,43,36,134,170,231,79,59,15,31,851,8,20,11,17,37,84,100,92,36,31,17,20,463,51,29,29,44,53,136,125,128,51,50,20,46,753,90,81,57,106,136,404,440,495,185,155,60,106,2313,780,388,276,586,770,2298,3128,5038,2809,2464,1197,718,20460
LGA18500,9,0,30,13,0,5,0,0,6,14,12,20,16,60,8,155,16,3,0,0,0,4,5,20,10,5,26,9,90,13,5,0,0,6,8,5,18,4,12,25,8,102,46,5,5,3,13,21,23,54,30,29,122,25,375,308,42,26,37,46,159,143,380,283,562,1785,254,4027
LGA18710,0,0,14,0,0,0,3,3,9,15,18,13,10,0,3,71,3,0,0,0,0,8,3,8,0,0,0,0,32,8,0,3,4,4,14,5,5,7,4,0,0,62,10,3,6,6,13,32,28,39,21,17,3,10,178,93,35,31,42,100,234,308,454,297,351,181,80,2213
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,3,3,0,8,3,10,4,7,7,9,57
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,12,3,0,3,6,15,8,8,8,3,3,0,0,52,0,0,3,0,3,3,4,0,0,0,0,0,21,4,3,3,4,3,3,8,3,0,0,0,0,30,5,3,9,10,22,18,29,6,5,3,0,3,118,59,33,36,66,115,261,234,161,66,53,20,49,1157
LGA20260,0,0,15,0,9,8,8,8,13,3,3,0,3,0,0,49,0,10,0,7,3,5,0,0,0,0,0,0,22,4,4,3,5,3,5,3,0,0,0,0,7,42,6,21,13,22,21,35,9,7,0,3,0,5,133,64,60,53,98,134,242,141,87,22,27,16,44,983
LGA20570,0,0,122,8,14,15,40,73,156,93,50,12,3,5,22,498,11,4,8,25,49,78,48,24,7,3,0,10,281,25,15,19,39,49,112,48,27,7,0,3,22,364,50,41,50,109,187,388,221,113,27,10,7,54,1264,362,255,254,501,852,2435,2269,1798,565,380,222,367,10249
LGA20660,10,3,126,24,9,13,16,27,88,77,92,44,33,21,15,455,23,18,12,11,19,70,53,54,25,17,17,14,334,38,22,31,33,40,97,74,67,15,19,7,31,475,85,47,53,64,97,280,228,247,96,76,51,64,1384,697,270,244,344,498,1528,1785,2922,1826,1640,1066,567,13389
LGA20740,3,0,36,7,8,5,9,15,46,28,20,9,0,0,10,153,3,3,0,9,3,21,6,11,0,0,0,0,71,8,5,6,14,12,31,19,4,0,4,3,6,109,15,17,12,32,43,112,61,43,11,5,6,21,371,118,95,74,168,213,682,591,505,167,103,90,153,2964
LGA20830,3,0,63,11,8,12,23,33,72,59,28,7,7,5,16,279,7,3,3,19,13,29,29,12,3,3,3,7,130,17,8,7,24,20,44,28,15,3,8,4,18,179,40,23,27,62,71,163,123,58,18,13,11,42,660,268,143,120,248,390,1159,1221,1043,365,251,146,267,5614
LGA20910,14,5,100,22,4,5,4,14,24,33,55,34,34,64,9,313,22,6,8,3,17,31,25,34,14,22,51,12,237,19,10,9,9,11,25,20,31,23,19,20,14,214,72,26,19,24,46,101,81,134,78,94,151,48,861,578,159,130,179,258,765,731,1460,1091,1699,2649,575,10269
LGA21010,0,0,15,4,0,3,0,9,20,12,0,0,0,0,0,62,0,3,3,3,8,7,3,3,0,0,0,3,32,4,5,8,4,10,10,0,8,0,0,0,4,51,9,8,14,15,20,36,17,14,3,4,0,8,160,57,47,38,100,146,339,218,179,62,30,25,76,1332
LGA21110,47,6,181,47,8,18,8,20,34,28,76,45,61,169,20,527,46,9,12,13,14,43,34,62,29,43,101,30,445,49,3,8,9,14,51,28,47,27,22,46,27,339,161,26,39,38,50,143,108,211,121,144,362,85,1497,1197,239,245,251,334,1074,985,1997,1298,2291,4407,819,15128
LGA21180,8,20,421,64,18,28,51,77,263,276,249,56,41,21,72,1215,33,24,26,30,57,150,132,90,34,15,10,45,660,78,47,40,54,82,234,200,185,48,45,14,74,1092,207,100,110,163,236,743,713,591,153,109,51,215,3390,1040,463,433,712,998,3155,3794,4341,1474,1112,590,1043,19146
LGA21270,0,0,9,0,0,4,9,0,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,0,0,0,3,13,3,3,12,18,7,7,0,0,0,0,0,6,51,43,41,61,82,61,71,25,14,0,5,4,26,432
LGA21370,0,0,44,4,3,11,17,26,45,33,13,4,0,0,8,165,3,4,3,5,13,24,15,7,0,3,3,3,79,9,4,7,14,26,41,18,9,3,3,0,8,141,14,12,22,45,63,121,77,31,9,5,4,25,431,204,107,111,252,365,973,751,525,140,132,81,188,3819
LGA21450,3,16,169,20,6,10,20,41,142,152,122,36,24,15,17,607,8,12,7,16,17,73,66,41,14,4,4,16,277,25,17,25,34,48,93,99,69,22,17,11,29,471,61,37,50,77,116,350,346,262,78,52,27,74,1530,417,195,197,336,518,1883,3059,3779,1311,820,412,592,13506
LGA21610,7,23,506,61,42,22,73,107,328,433,404,118,80,36,92,1810,42,30,22,53,65,219,177,157,36,29,12,43,892,98,66,64,112,118,379,324,274,75,54,23,79,1666,221,142,115,273,327,1036,1053,918,264,190,82,244,4872,1625,732,604,1258,1795,6099,9241,12695,4564,2619,1293,1802,44326
LGA21670,0,0,16,3,12,12,15,5,26,16,0,0,0,0,8,94,4,0,3,8,3,23,5,3,0,0,0,0,48,6,7,6,6,15,10,6,0,0,0,0,3,66,15,24,25,28,26,59,22,3,0,0,0,10,223,68,86,80,139,194,307,174,95,21,7,11,64,1240
LGA21750,0,0,28,0,3,9,8,19,24,16,11,3,0,0,4,97,0,0,4,4,4,9,7,0,0,0,0,0,30,6,9,7,7,6,26,6,3,0,0,0,9,81,10,10,20,22,38,71,42,15,3,3,3,11,241,97,53,73,132,198,490,411,283,79,60,50,113,2044
LGA21830,0,0,12,7,3,3,14,10,14,5,5,0,0,0,4,57,0,0,0,3,3,12,7,0,0,0,0,3,25,6,4,0,11,6,12,3,3,0,3,3,3,54,17,7,6,33,14,35,14,9,3,3,3,15,154,149,41,64,134,162,317,184,143,46,47,70,127,1467
LGA21890,9,3,90,30,9,16,20,29,85,86,98,38,45,31,26,506,21,8,18,17,21,56,49,54,16,14,4,7,285,38,16,12,20,36,77,49,61,16,21,10,37,405,100,44,46,56,99,225,201,224,79,79,58,73,1284,627,225,208,298,456,1383,1528,2544,1468,1555,1093,531,11915
LGA22110,0,5,46,10,7,3,14,26,67,30,22,3,0,0,5,196,7,3,5,10,19,20,11,3,0,3,3,3,78,10,5,11,9,16,44,15,7,0,3,0,8,130,23,18,24,42,63,147,60,38,8,7,3,21,448,210,138,140,277,398,974,778,543,173,124,81,202,4031
LGA22170,0,11,189,29,22,9,39,55,194,206,150,42,22,14,32,818,21,12,10,32,42,107,120,58,18,10,6,12,461,67,36,41,63,90,195,156,112,34,17,16,47,878,125,75,66,159,206,541,530,340,104,54,29,106,2346,633,310,303,581,882,2720,3640,4105,1493,991,449,717,16817
LGA22250,0,0,9,0,3,6,9,6,10,3,0,0,0,0,0,35,0,0,3,3,3,0,3,0,0,0,0,0,18,4,4,5,3,0,4,4,0,0,0,0,0,23,5,8,13,14,8,20,5,3,0,0,0,0,82,61,55,50,127,116,222,112,71,21,19,20,35,901
LGA22310,14,11,116,32,4,11,12,16,54,63,74,63,59,58,25,466,29,8,11,13,20,54,50,64,33,34,23,31,366,47,11,14,23,16,47,33,37,18,16,18,29,307,111,34,38,45,61,173,152,201,120,131,115,87,1260,867,223,219,305,394,1241,1207,2281,1574,2281,2172,694,13457
LGA22410,0,0,18,5,4,4,10,12,31,7,3,6,0,0,7,98,0,4,0,10,12,12,5,3,0,0,0,0,39,8,8,4,10,9,17,3,4,0,4,0,7,81,18,14,17,32,38,67,19,7,6,3,0,19,232,104,73,116,156,184,497,309,214,56,55,30,120,1913
LGA22490,0,4,39,8,8,0,7,22,36,26,21,8,3,4,13,148,3,3,3,8,5,14,8,6,4,0,0,3,61,4,3,0,14,15,21,17,8,3,0,0,5,92,11,13,10,31,41,80,60,44,15,6,8,21,346,119,96,66,142,215,652,707,791,302,143,80,188,3496
LGA22620,3,5,165,21,20,21,40,68,175,121,69,20,9,3,18,591,18,14,19,34,48,93,64,21,6,9,3,10,328,35,38,27,50,57,120,56,28,3,4,4,31,450,77,78,71,129,179,434,298,133,35,30,10,68,1535,499,361,319,614,928,2683,2756,2167,617,414,223,504,12087
LGA22670,5,14,209,41,20,21,34,37,139,154,160,49,32,18,35,742,38,12,17,19,37,91,83,81,21,14,10,16,429,63,23,31,49,60,151,139,117,39,31,11,38,764,161,64,70,108,145,420,424,406,109,83,47,110,2142,792,305,278,470,646,2024,2504,3016,1175,938,476,636,13261
LGA22750,3,3,305,49,35,28,53,103,272,262,153,38,27,16,48,1080,29,30,27,53,68,134,113,72,29,20,5,30,609,64,54,47,76,108,229,177,114,21,18,15,61,974,147,125,114,200,304,724,629,373,97,67,44,147,2972,1054,617,549,1058,1483,4385,5172,5437,1900,1345,710,1054,24762
LGA22830,0,3,97,8,13,3,38,44,95,80,39,8,10,0,10,342,4,6,3,16,23,41,20,12,3,0,0,5,140,7,12,6,21,26,69,19,17,0,4,3,10,197,20,22,19,82,113,247,132,72,13,16,6,29,784,256,150,152,378,599,1629,1334,984,257,187,119,289,6336
LGA22910,0,3,24,0,3,0,3,9,17,16,12,0,3,0,10,72,0,3,0,8,0,7,7,4,0,0,0,4,34,5,9,3,11,16,16,6,6,3,3,0,4,78,4,14,11,23,36,47,22,19,6,5,4,19,207,65,50,61,113,156,355,300,261,79,52,41,101,1634
LGA22980,0,0,5,3,0,3,6,3,3,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,8,3,0,0,0,0,0,0,0,0,8,6,4,13,9,11,5,0,0,0,0,0,0,47,52,36,45,75,81,83,24,28,12,8,6,24,463
LGA23110,9,3,86,11,11,6,15,20,60,64,81,29,40,31,20,384,10,10,9,20,17,45,32,36,8,8,9,14,213,31,16,13,26,18,61,47,60,18,10,11,31,345,53,39,34,61,67,181,162,194,53,61,58,64,1031,433,192,163,279,368,1124,1246,1973,1098,1056,781,404,9116
LGA23190,0,3,20,5,3,8,9,22,28,15,6,4,0,0,0,103,0,0,4,8,7,14,3,3,0,0,0,3,41,8,3,4,8,14,16,12,7,0,0,0,0,67,10,10,10,30,48,61,30,13,6,0,3,7,227,95,60,60,170,220,563,415,234,82,47,33,71,2061
LGA23270,4,28,344,42,11,15,49,75,287,315,243,61,28,12,55,1196,35,22,20,28,56,139,146,96,21,19,5,28,604,80,62,46,73,98,259,235,177,44,33,17,85,1211,168,101,95,151,246,773,797,557,139,101,40,196,3359,980,492,417,726,1117,3974,5677,6396,2089,1334,739,1148,25101
LGA23350,0,0,32,0,0,3,4,10,21,20,13,0,0,0,4,78,3,3,3,3,5,8,10,3,0,0,0,3,49,0,3,3,9,9,10,5,5,3,0,0,3,50,5,9,10,14,31,53,47,19,5,0,0,12,212,69,54,53,96,155,418,397,315,115,81,37,83,1879
LGA23430,8,0,167,26,4,20,18,33,115,132,156,64,44,19,27,653,34,17,10,20,40,78,74,88,30,29,25,15,454,46,31,21,41,52,123,98,100,44,42,10,42,646,112,59,55,79,134,343,339,370,152,131,61,81,1925,766,322,274,449,663,1972,2378,3968,2481,2408,1127,738,17548
LGA23670,0,11,198,32,18,17,38,53,118,162,156,47,42,16,43,731,30,19,20,30,37,114,92,92,37,18,14,28,533,66,30,31,58,63,152,147,134,59,31,14,47,840,133,71,80,138,175,431,447,409,149,99,46,128,2299,983,431,396,643,929,2838,3260,4989,2439,1770,837,913,20434
LGA23810,0,9,116,14,18,22,60,85,126,70,39,7,4,3,18,467,7,9,15,33,33,48,34,8,3,4,5,6,202,19,22,23,49,44,71,40,18,4,4,0,16,303,50,61,60,156,177,277,161,71,14,11,6,45,1091,272,263,274,638,903,1858,1359,1154,327,202,132,315,7691
