LGA_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
LGA10850,87,1856,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,13,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,15,3,0,5,0,17,0,0,0,0,0,0,920,366,335,190,93,1905
LGA10900,772,19642,0,0,0,0,0,0,11,0,0,0,0,14,129,24,4,0,0,153,199,69,31,9,3,304,8,12,10,7,7,38,14,0,0,0,0,15,362,97,41,18,10,531,0,0,0,0,0,0,22,0,0,0,0,23,57,10,5,3,0,79,16,4,9,0,0,32,5,0,3,0,0,4,5,0,0,0,0,9,108,20,14,4,0,146,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,4,6,0,0,0,12,5,0,0,0,0,8,0,0,0,0,0,0,16,5,4,0,0,23,32,11,8,6,0,52,9310,4233,4207,1863,783,20389
LGA10950,33,620,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,3,10,323,114,110,58,40,654
LGA11100,326,4452,0,0,0,0,0,0,22,0,0,0,0,25,189,92,70,7,3,360,254,231,298,75,25,877,42,46,91,61,33,278,13,8,3,0,3,23,517,371,464,146,61,1564,7,3,0,3,0,12,499,90,29,0,3,630,1525,1093,688,182,53,3532,278,262,300,130,61,1031,9,9,11,6,11,44,51,16,15,10,0,101,2370,1474,1043,335,128,5347,0,0,0,0,0,0,11,3,0,0,0,10,19,4,4,0,0,29,4,8,12,0,3,24,0,4,3,5,0,7,0,0,0,0,0,5,33,17,21,3,8,76,14,13,8,5,0,39,4237,2811,2828,1079,524,11477
LGA11150,46,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,13,6,0,0,0,0,9,241,113,89,57,46,550
LGA11200,33,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,165,79,55,39,33,369
LGA11250,141,4355,3,0,0,0,0,4,3,0,0,0,0,3,10,5,0,0,0,13,13,7,4,0,0,26,0,3,0,0,0,7,3,0,0,0,0,3,30,17,4,5,0,58,0,0,0,0,0,0,8,0,0,0,0,8,7,4,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,17,5,3,0,0,26,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,10,5,0,0,0,15,2361,936,725,296,142,4461
LGA11300,347,3732,0,0,0,0,0,3,12,5,0,0,0,15,148,89,60,12,0,301,145,142,169,54,19,530,127,108,193,106,92,630,7,0,6,3,3,19,433,344,426,173,118,1498,12,3,5,0,0,23,269,74,19,7,0,362,712,641,443,117,44,1949,126,139,134,90,36,523,12,8,5,10,7,41,13,16,4,12,0,45,1144,875,610,236,89,2953,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,8,0,3,3,0,0,6,3,3,0,0,5,10,0,0,0,0,0,0,10,8,4,3,3,31,21,8,11,5,3,49,2722,2042,2048,880,560,8256
LGA11350,188,6438,0,0,0,0,0,0,15,0,0,0,0,16,76,24,13,0,0,118,115,91,54,7,0,259,12,4,6,0,4,26,4,0,3,0,0,11,225,122,72,7,4,433,0,0,0,0,0,4,20,3,0,0,0,22,97,23,5,3,0,132,35,30,13,3,0,85,3,0,9,0,3,12,0,0,0,0,0,0,163,59,29,3,3,261,5,0,0,0,0,11,37,3,0,0,0,44,22,4,8,3,0,42,4,3,3,3,0,16,3,7,0,4,4,13,0,0,0,0,0,4,81,21,15,10,5,128,43,19,6,4,0,77,3449,1655,1486,553,198,7338
LGA11400,163,3416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,5,7,0,5,0,20,11,0,6,0,0,16,1598,621,678,413,164,3472
LGA11450,1325,19517,0,0,0,0,0,0,18,0,0,0,0,18,130,25,3,4,0,159,186,104,64,12,6,371,52,44,61,37,18,208,6,3,0,0,0,11,392,177,131,50,21,767,0,0,0,0,0,0,4,0,0,0,0,4,39,10,0,0,0,50,3,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,49,8,0,0,0,63,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,0,0,7,0,0,6,0,0,4,4,0,10,0,0,0,0,0,0,18,0,9,4,0,35,18,6,11,11,0,45,6434,4517,5506,2616,1350,20420
LGA11500,3004,33076,6,3,3,0,0,19,51,10,3,0,0,63,922,390,202,53,15,1591,1060,835,639,260,158,2952,90,105,132,97,111,539,43,28,16,10,8,109,2170,1374,993,431,298,5268,3,0,0,0,0,7,49,9,4,0,0,63,475,186,83,13,7,763,187,68,32,13,13,307,4,3,0,3,0,11,11,4,0,0,0,21,727,269,123,35,19,1169,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,6,0,9,3,0,15,0,8,3,4,4,20,0,0,0,0,3,3,15,15,11,7,3,49,40,12,11,3,3,67,13176,9299,9340,4483,3330,39635
LGA11520,530,10295,0,0,0,0,0,0,25,3,0,0,0,26,355,170,99,15,3,646,443,338,350,65,24,1226,59,74,109,40,21,298,14,7,3,0,0,28,901,591,560,128,45,2221,14,0,0,0,0,19,902,169,20,3,0,1098,3339,1767,833,135,29,6093,1170,692,628,173,50,2712,48,27,48,15,6,148,57,20,24,10,3,112,5534,2671,1549,336,90,10182,0,0,0,0,0,0,25,3,0,0,0,27,55,22,3,3,0,88,21,22,11,3,0,56,5,0,3,3,0,14,0,3,0,0,0,3,112,47,17,11,9,192,38,17,17,7,3,87,9755,5517,5288,1743,679,22984
LGA11570,6336,50872,11,6,4,3,5,26,165,17,4,3,3,191,1123,632,407,123,52,2337,1623,1542,1602,793,425,5976,726,875,1256,858,745,4461,84,56,48,33,33,255,3732,3125,3317,1822,1252,13245,43,25,10,0,3,84,759,202,57,17,4,1047,5472,4103,3075,1089,388,14126,513,575,594,349,268,2299,29,32,69,57,54,246,190,102,77,20,10,399,7004,5048,3876,1543,725,18198,0,0,0,0,0,0,26,0,0,0,0,25,79,55,37,8,10,189,21,34,32,22,24,130,9,9,17,14,16,71,3,3,8,0,0,11,141,106,86,46,46,426,83,53,48,48,28,264,25425,18859,19748,10585,8395,83008
LGA11600,32,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,7,3,0,0,0,9,341,131,116,56,32,681
LGA11650,3623,73270,6,0,0,0,0,8,97,7,4,0,0,105,1903,254,85,17,3,2264,2507,1025,635,163,45,4377,144,90,115,77,31,461,97,21,12,3,0,137,4750,1410,860,258,74,7347,3,0,0,0,0,8,136,17,0,0,0,149,1578,356,100,25,6,2070,883,368,228,60,16,1553,78,42,37,18,14,187,58,9,8,0,0,79,2733,793,380,105,42,4054,7,0,0,0,0,12,45,4,0,0,0,52,140,46,16,3,0,198,66,35,28,12,4,140,17,17,25,8,8,65,10,4,3,0,0,11,276,106,69,14,12,485,123,48,28,20,10,231,37924,17756,17999,7934,3762,85380
LGA11700,41,337,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,147,77,63,27,41,358
LGA11720,637,13237,0,0,0,0,0,0,11,0,0,0,0,14,194,54,12,4,0,267,155,83,46,11,0,288,5,3,5,3,0,15,12,3,0,0,0,12,373,138,66,17,4,600,0,0,0,0,0,0,10,0,0,0,0,15,28,4,0,0,0,34,9,9,4,3,0,19,0,0,0,0,0,3,0,0,0,0,0,0,51,11,9,5,0,72,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,7,3,0,6,3,0,11,0,5,0,3,0,8,0,0,0,0,0,0,15,7,4,6,3,33,34,21,10,4,3,72,6106,3067,2844,1353,648,14021
LGA11730,543,12188,0,0,0,0,0,0,8,0,0,0,0,10,137,15,7,0,0,163,134,47,25,3,0,215,9,11,3,3,0,25,9,3,0,0,0,10,301,81,41,13,0,430,0,0,0,0,0,0,16,3,0,0,0,25,120,28,3,0,0,152,75,23,11,4,0,103,7,6,3,0,0,18,13,0,0,0,0,11,229,57,22,5,3,311,13,3,0,0,0,19,49,3,0,0,0,51,65,7,3,3,0,79,31,14,7,3,3,51,6,0,4,0,3,17,13,0,0,0,0,17,174,32,15,8,8,233,59,14,9,9,0,93,7311,2415,1962,1000,556,13248
LGA11750,53,1049,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,12,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,4,0,0,0,0,0,0,9,3,0,0,3,14,0,0,0,0,0,3,544,188,203,109,55,1104
