LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA10850,0,26,36,13,23,22,117,13,9,11,14,0,0,49,80,20,32,3,4,0,134,127,13,36,0,3,0,178,19,0,9,0,0,0,26,4,0,3,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14,247,70,141,25,38,30,540,8,7,20,3,16,24,71,6,18,9,16,0,0,48,44,10,21,4,13,3,92,111,16,38,0,4,0,173,41,0,26,0,0,0,69,47,0,16,0,0,0,64,29,0,5,0,3,0,39,6,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA10900,7,156,88,47,23,117,427,17,59,20,51,0,7,148,165,84,152,31,15,3,450,887,34,311,14,32,0,1275,773,30,248,0,10,0,1065,1062,13,201,8,11,5,1302,375,3,90,0,3,0,476,113,0,17,0,0,0,136,18,0,3,0,0,0,21,3,0,0,0,0,0,6,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,7,12,0,0,0,32,34,33,33,9,7,12,135,3484,412,1188,155,99,143,5484,9,24,92,8,16,106,254,0,38,18,18,3,0,74,46,88,92,73,5,5,310,172,82,168,34,12,3,475,223,19,172,12,14,0,447,658,41,225,15,19,3,961,1219,17,269,12,14,9,1538,737,12,116,4,11,6,877,200,0,26,0,3,0,233,40,0,7,0,0,0,50,11,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0
LGA10950,3,25,20,0,18,32,100,3,18,11,0,4,3,33,34,17,43,9,16,6,126,13,0,13,0,7,0,44,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,15,56,63,95,9,64,37,328,0,12,18,0,24,23,79,5,9,3,0,9,3,21,19,5,26,8,19,0,74,26,13,22,5,14,0,77,8,9,11,0,3,0,35,8,3,5,0,10,0,26,0,0,3,0,0,0,6,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA11100,13,616,55,12,7,81,777,3,123,3,4,0,8,143,34,281,29,10,11,12,372,225,102,65,3,33,3,434,611,53,102,8,10,4,783,797,49,128,4,21,5,1003,398,41,106,3,13,6,568,521,24,110,0,6,3,662,158,0,23,0,7,0,185,26,6,4,0,0,0,40,11,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,53,52,71,42,9,4,15,191,2862,1394,675,52,116,137,5229,15,176,57,6,8,48,306,0,525,3,12,3,0,547,19,251,20,25,3,0,316,40,149,29,14,15,0,245,19,32,30,12,16,0,109,152,65,57,3,17,0,292,703,46,112,3,10,3,884,901,35,175,4,19,3,1143,397,21,76,6,5,6,514,467,9,58,3,5,4,543,133,0,16,0,3,0,158,48,7,9,0,3,0,64,21,3,0,0
LGA11150,3,25,13,10,95,37,182,3,14,5,9,8,0,36,18,32,40,29,24,0,144,4,3,27,0,11,0,41,0,0,9,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,7,7,4,26,29,76,92,54,152,43,438,0,8,19,21,88,26,164,0,13,3,0,10,0,35,3,20,22,15,8,0,64,12,18,33,3,14,0,73,0,3,10,0,5,0,18,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,27,9,44,48,20,148,0,10,3,33,3,5,55,3,16,18,39,4,0,84,0,0,3,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,3,3,3,25,11,60,40,120,61,26,322,3,32,19,35,54,22,166,0,3,0,28,10,0,45,0,17,15,38,8,4,76,0,3,7,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,7,63,69,23,87,55,303,14,23,63,7,20,5,136,240,40,308,7,86,11,694,102,0,64,3,19,0,184,7,0,10,0,6,0,25,8,0,0,0,4,0,11,3,0,0,0,4,0,7,0,0,3,0,3,0,9,0,0,4,0,0,3,8,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,27,3,14,4,59,385,136,543,51,251,84,1451,5,7,73,5,66,50,209,3,13,20,0,18,0,61,129,33,181,16,38,9,402,282,34,139,6,38,0,502,111,4,49,0,11,0,177,58,3,34,0,10,0,104,45,0,17,0,7,0,71,17,0,4,0,0,0,21,3,0,0,0,4,0,8,0,0,0,0,4,0,3,3,0,3,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0
LGA11300,13,137,62,21,3,56,288,3,40,15,3,5,0,69,34,61,24,12,4,3,132,157,10,47,0,10,0,223,204,12,43,3,12,0,272,529,12,94,19,4,0,652,983,12,125,3,19,3,1143,540,0,68,3,3,4,628,105,0,23,0,3,0,140,31,0,7,0,0,0,42,14,0,9,0,0,0,17,0,0,0,0,0,0,4,3,0,3,0,0,0,3,3,5,4,0,0,0,16,50,24,31,3,12,6,127,2671,314,556,68,70,77,3752,15,35,61,7,10,46,173,0,115,5,5,3,0,130,16,61,30,14,3,0,126,36,25,44,14,7,0,118,27,8,33,3,3,0,75,170,10,42,9,3,0,231,297,10,66,6,8,0,386,959,15,135,10,22,3,1151,743,0,129,4,15,4,901,247,0,48,3,8,0,312,98,0,18,3,3,0,128,42,0,7,0,0,0,49,11,0,9,0
LGA11350,8,92,83,8,26,97,308,9,25,27,6,12,0,78,71,29,126,5,23,3,260,154,18,231,7,18,0,431,142,5,165,0,7,0,321,373,9,257,3,11,0,658,484,4,252,0,11,3,754,281,0,137,0,12,0,424,49,0,35,3,3,0,90,25,0,13,0,3,0,36,14,0,11,0,4,0,22,3,0,8,0,3,0,17,0,0,0,0,0,0,4,20,8,14,0,3,0,45,26,16,56,0,18,3,115,1655,201,1413,33,146,116,3554,4,14,73,4,16,118,228,3,20,11,8,10,0,50,27,48,65,11,11,3,169,45,24,158,20,21,0,266,50,6,143,4,14,0,215,116,12,151,9,23,0,303,271,12,270,8,32,3,589,588,15,373,3,10,3,996,283,4,145,4,4,3,439,120,0,74,0,3,0,191,40,0,29,0,0,0,67,18,0,19,0,0,0,37,10,0,5,0
LGA11400,3,20,92,19,51,105,287,13,5,35,3,9,0,62,79,19,118,3,33,3,257,80,0,51,5,16,0,149,7,0,12,0,0,0,21,16,0,0,0,0,0,20,0,0,3,0,0,0,3,7,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,14,4,22,0,12,3,49,211,44,336,33,119,111,865,0,3,86,19,51,83,237,4,4,17,9,0,0,41,42,4,87,3,23,0,166,105,6,88,0,12,0,218,42,0,36,0,0,0,80,39,0,20,0,3,0,69,22,0,18,0,3,0,46,14,0,3,0,3,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11450,6,99,42,11,18,60,239,0,44,0,3,4,0,55,19,71,40,6,14,4,154,88,24,89,9,3,0,208,163,9,90,0,9,0,269,800,43,185,0,14,0,1040,559,4,97,0,6,0,674,245,0,35,0,4,0,283,34,0,6,3,0,0,45,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,9,28,13,25,6,10,0,88,1950,316,615,38,78,73,3071,7,21,53,22,14,37,150,0,118,0,4,7,0,131,4,63,24,0,13,0,106,18,37,51,9,4,3,117,35,9,36,5,7,0,92,109,11,73,0,5,0,202,411,26,169,3,12,3,627,895,26,180,4,13,4,1117,488,3,66,0,3,0,562,97,0,16,0,0,0,117,13,0,0,0,0,0,17,7,0,0,0,0,0,7,0,0,0,0
LGA11500,19,1201,110,72,17,130,1554,7,998,33,21,3,16,1081,168,1472,123,43,17,29,1850,1831,1254,445,28,39,37,3628,1831,398,468,9,34,17,2753,1761,102,339,3,21,11,2243,415,9,84,0,8,4,518,116,3,29,0,3,3,156,18,3,9,0,3,0,27,3,3,0,0,0,0,13,0,8,0,0,0,0,7,7,6,0,0,0,0,10,6,0,0,0,0,0,3,21,69,4,0,3,3,102,101,311,67,9,15,35,533,6294,5842,1704,193,161,283,14482,5,425,103,27,14,77,660,6,1017,13,26,9,6,1071,19,1257,68,52,5,6,1414,145,974,155,56,16,9,1361,292,371,210,16,16,4,914,1055,574,371,50,34,11,2102,2802,297,571,19,51,10,3747,1704,33,329,0,19,9,2105,298,8,56,0,8,3,365,41,6,13,0,0,0,55,15,7,7,0,0,0,20,4,3,3,0,0,0,12,0,0,0,0
LGA11520,13,292,108,13,8,111,550,4,76,11,0,0,3,98,13,115,38,14,37,6,223,85,47,57,0,66,3,265,152,10,62,0,11,0,236,494,26,138,4,11,4,678,1651,18,305,6,11,9,2002,1926,5,318,0,14,8,2271,634,0,98,0,4,0,741,206,0,28,0,3,0,239,94,0,17,0,0,3,116,40,0,10,0,0,0,60,21,0,3,0,0,0,22,40,15,17,0,4,3,69,91,36,47,24,10,11,220,5465,647,1263,65,179,168,7790,16,93,120,24,19,82,369,0,253,5,8,20,3,295,9,152,22,32,15,3,236,21,84,39,18,29,3,182,31,37,48,5,51,3,175,68,16,65,3,38,0,191,324,22,151,9,18,7,533,1343,18,255,3,27,4,1657,2034,10,277,3,15,10,2351,1476,0,203,5,9,6,1706,610,5,97,0,8,3,719,303,3,48,0,4,3,362,138,0,21,0
LGA11570,61,2889,392,158,53,390,3939,35,1016,48,138,15,34,1282,599,1993,292,164,65,61,3178,4644,638,783,59,133,40,6304,2718,267,750,26,123,28,3916,4511,361,1086,29,177,63,6224,3277,134,745,9,114,23,4314,1023,14,231,6,32,4,1316,102,7,43,0,6,0,159,25,22,13,0,0,4,63,9,8,3,0,3,0,26,3,3,0,0,0,0,13,6,3,0,0,0,0,12,79,157,16,4,4,11,268,312,542,236,44,58,77,1263,17407,8064,4643,640,788,738,32286,77,988,420,75,45,305,1909,5,2247,22,90,19,14,2404,96,1657,181,192,31,22,2178,260,1145,276,199,70,18,1961,414,324,295,67,52,20,1162,1732,392,524,87,92,12,2841,5971,436,1109,73,201,42,7832,6007,227,1245,30,249,46,7804,2288,21,474,9,66,16,2889,620,13,123,3,18,0,783,149,4,34,0,6,0,187,51,28,19,0,5,0,103,10,3,3,0
LGA11600,0,9,25,3,73,53,162,0,3,4,0,13,0,25,8,0,46,0,12,5,72,8,0,40,0,15,0,55,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,0,18,16,13,134,7,120,60,338,0,4,27,0,79,24,138,0,0,5,7,3,0,17,7,5,29,0,11,0,50,8,3,40,0,17,0,71,0,0,11,0,3,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,52,1357,419,200,98,503,2634,59,506,77,86,94,22,843,911,804,656,152,286,40,2853,3808,354,1427,64,187,51,5889,3569,180,1107,16,82,24,4982,5288,113,1014,13,75,21,6526,2542,9,432,4,26,16,3031,708,3,121,0,10,0,843,135,4,27,0,3,0,171,36,13,11,5,0,0,66,6,3,3,0,0,0,13,13,0,3,4,0,0,26,0,3,0,0,0,0,6,45,71,20,9,8,6,161,216,216,189,53,80,42,801,17404,3633,5516,605,955,731,28839,35,350,396,77,76,400,1325,15,1220,44,83,34,15,1403,261,822,376,171,273,21,1928,1206,517,735,144,236,36,2884,1250,164,791,54,124,17,2404,4033,227,1254,59,97,26,5695,6902,184,1506,21,122,38,8773,4014,26,758,3,51,16,4867,907,3,157,3,14,3,1091,254,0,60,0,5,0,326,77,5,15,0,6,0,109,26,7,8,0,3,0,46,9,0,4,0
LGA11700,0,21,15,15,68,36,160,0,11,3,23,8,0,37,0,10,17,43,6,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,16,0,25,0,48,38,78,92,34,294,0,12,19,4,103,24,169,0,14,3,10,0,0,29,0,57,13,17,13,0,101,0,8,6,0,3,0,19,0,3,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,12,171,99,16,22,84,397,45,91,28,5,5,3,183,400,155,206,14,31,4,810,1011,73,251,4,48,4,1400,316,3,86,0,10,6,425,189,3,46,0,4,0,247,73,0,11,0,6,0,95,11,0,4,0,0,0,10,4,0,3,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,0,6,0,38,34,41,41,3,22,8,149,2112,560,789,48,152,110,3768,11,65,91,4,28,84,288,4,171,10,16,3,0,215,101,175,100,7,22,5,399,367,136,166,11,37,6,717,311,27,139,3,19,3,498,793,17,183,3,20,0,1015,743,9,115,10,13,3,897,317,0,43,0,3,0,371,28,0,11,0,3,0,47,8,0,3,0,0,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0
LGA11730,14,155,148,45,88,156,611,29,78,64,56,27,3,248,386,140,445,55,78,12,1126,919,43,465,9,58,9,1500,307,3,136,3,11,3,464,241,3,67,0,11,0,319,40,0,18,0,3,0,62,34,0,9,0,9,0,44,22,0,0,0,6,0,27,3,0,0,0,4,0,12,3,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,4,5,16,7,0,3,0,37,29,22,53,8,34,11,157,2031,467,1409,176,329,198,4620,9,45,127,15,67,129,390,4,111,33,13,17,0,181,101,107,192,79,64,14,554,377,74,343,35,45,7,879,327,25,207,5,31,5,608,696,17,252,10,30,10,1010,706,7,163,3,20,3,904,183,0,34,0,6,0,224,36,0,9,3,3,0,53,9,0,3,0,3,0,14,10,0,4,0,0,0,14,4,3,3,0,0,0,14,3,0,0,0
LGA11750,4,43,29,30,66,26,202,6,15,7,5,12,0,44,46,37,45,3,90,3,221,57,4,24,0,44,0,127,18,0,4,0,8,0,32,11,0,4,0,3,0,14,9,0,0,0,3,0,7,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,8,10,4,42,162,103,123,50,234,37,708,4,17,21,19,52,31,150,4,21,3,8,9,0,42,33,26,32,16,70,4,181,57,21,17,3,57,0,147,33,0,11,0,8,0,54,42,0,11,0,8,0,59,31,0,3,0,3,0,39,9,0,0,0,3,0,7,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,22,433,116,41,52,149,805,10,157,51,20,41,3,279,415,278,352,57,117,24,1244,1122,145,461,11,57,11,1815,626,33,299,3,23,4,982,1088,21,300,3,31,5,1449,528,3,118,0,11,5,670,109,0,40,0,14,3,165,9,0,12,0,14,0,42,3,3,3,0,8,3,16,6,0,0,0,4,0,9,3,0,0,0,0,0,3,0,0,3,0,0,0,3,13,37,14,0,8,3,73,46,68,63,22,32,12,240,3994,1172,1841,151,416,224,7798,15,116,130,26,35,114,432,5,366,19,16,11,11,423,52,226,152,67,84,12,605,430,165,289,43,70,5,1008,427,56,228,21,34,10,773,855,89,329,21,61,9,1363,1429,28,422,11,41,8,1948,1027,10,205,3,31,6,1283,214,0,37,0,7,0,257,40,0,10,0,9,0,51,8,3,3,0,4,0,19,7,4,0,0,0,0,13,0,0,0,0
LGA12000,0,9,37,5,21,26,100,5,0,9,0,3,0,24,13,4,36,0,4,0,56,8,0,28,0,0,0,31,3,0,3,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,24,20,123,7,35,26,225,0,3,38,3,4,11,57,0,3,9,7,8,5,28,7,6,35,0,3,3,50,10,0,36,0,4,0,56,4,0,7,0,0,0,17,7,0,12,0,0,0,24,3,0,4,0,0,0,5,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,0,27,47,9,47,49,183,3,21,19,14,10,0,70,7,25,79,20,28,12,167,3,3,11,0,6,0,28,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,17,3,42,23,88,170,47,108,59,496,0,9,42,6,50,40,144,3,17,8,3,3,0,33,19,45,55,32,15,9,167,32,16,31,3,7,0,90,3,0,5,0,0,0,13,4,0,4,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,7,77,40,23,42,46,237,27,57,29,3,10,0,125,167,59,78,5,21,3,329,236,45,74,0,6,3,367,36,0,11,0,4,0,60,11,3,5,0,0,0,24,7,0,0,0,0,0,8,0,0,3,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,14,7,8,17,0,8,3,45,506,253,268,36,91,57,1203,6,23,50,10,26,35,150,9,57,21,3,6,0,95,140,34,61,17,18,7,275,232,51,118,0,14,4,409,83,0,32,0,8,0,130,73,0,17,0,4,0,92,17,0,6,0,3,0,27,3,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12380,53,1452,204,105,31,211,2050,24,492,28,88,7,9,649,264,951,225,101,31,32,1596,2224,317,467,18,66,23,3117,2043,132,552,14,85,27,2863,4621,191,809,26,144,34,5829,2151,55,406,8,50,27,2686,338,11,79,0,11,3,444,54,8,26,0,4,0,84,14,5,9,0,0,0,31,7,3,6,0,3,0,16,8,0,0,0,0,0,9,0,3,3,0,0,0,10,43,74,16,0,4,3,142,215,248,156,36,34,45,736,12060,3937,2981,401,462,409,20258,48,486,250,46,34,156,1018,11,1169,14,85,4,15,1299,48,885,130,120,27,13,1221,194,592,209,115,19,13,1142,247,157,167,43,38,12,661,889,212,334,55,50,19,1555,3711,235,809,33,136,31,4963,5473,104,952,20,157,37,6744,1408,11,297,3,53,9,1783,264,12,48,0,5,0,336,48,3,19,0,0,0,75,27,21,3,0,0,0,42,8,0,0,0
LGA12700,3,13,44,9,13,31,113,0,4,8,0,5,0,17,48,6,55,0,7,0,120,80,7,45,0,10,3,150,31,0,20,0,3,0,53,11,0,4,0,0,0,18,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,5,0,23,193,36,195,12,43,34,514,0,12,43,10,19,26,101,0,12,10,3,3,0,19,21,0,35,0,8,0,66,49,7,51,0,8,0,117,36,8,29,0,3,0,69,62,0,31,3,0,0,98,39,0,13,0,0,0,53,14,0,3,0,0,0,21,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
