SA3_CODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
10102,36,37,38,1500,2060,2080,633,833,930,180,280,300,1531,2070,2296,0.8,0.8,0.8,1223,1643,1867,2.6,2.6,2.6
10103,40,41,44,1018,1300,1300,460,556,669,140,200,240,1102,1252,1539,0.8,0.8,0.8,949,1033,1279,2.4,2.3,2.3
10104,46,49,52,1083,1335,1387,354,437,524,165,210,250,826,972,1211,0.8,0.8,0.7,656,815,965,2.4,2.3,2.2
10105,40,42,43,1136,1517,1517,401,510,618,140,180,250,1056,1263,1491,0.8,0.8,0.8,814,972,1178,2.4,2.4,2.4
10106,40,41,43,1120,1560,1560,424,551,662,130,180,223,1094,1354,1637,0.8,0.8,0.8,882,1067,1286,2.6,2.5,2.5
10201,40,42,43,1517,1950,1900,438,534,632,215,280,360,1164,1396,1691,0.8,0.8,0.8,946,1087,1328,2.5,2.5,2.5
10202,39,40,41,1458,1733,1733,381,469,568,200,260,340,1012,1169,1448,0.8,0.8,0.8,767,931,1189,2.5,2.5,2.5
10301,35,37,38,1300,1612,1638,426,542,642,170,210,270,1170,1414,1616,0.8,0.8,0.8,961,1119,1300,2.5,2.5,2.5
10302,40,42,44,867,1100,1108,356,437,543,114,140,175,902,1025,1305,0.8,0.8,0.7,672,829,1029,2.5,2.4,2.4
10303,41,42,44,1083,1497,1517,353,446,529,140,181,250,975,1182,1375,0.8,0.8,0.8,717,907,1059,2.4,2.4,2.4
10304,37,37,38,1213,1600,1603,443,573,663,160,210,260,1140,1450,1670,0.8,0.8,0.8,938,1170,1314,2.5,2.5,2.5
10401,44,46,49,953,1300,1300,334,397,478,150,215,260,782,925,1133,0.8,0.8,0.8,633,775,917,2.4,2.4,2.3
10402,41,43,44,1109,1517,1560,359,460,557,180,250,300,887,1065,1325,0.8,0.8,0.8,682,878,1083,2.5,2.4,2.4
10501,37,39,40,737,987,1000,369,461,557,90,110,150,936,1111,1345,0.8,0.8,0.8,706,875,1036,2.5,2.4,2.4
10502,42,43,44,650,932,932,333,417,524,100,140,180,810,987,1260,0.8,0.8,0.7,620,804,975,2.3,2.3,2.2
10503,37,39,40,1083,1300,1365,404,506,617,130,160,220,1018,1163,1429,0.8,0.8,0.8,795,932,1172,2.6,2.5,2.5
10601,37,37,38,1257,1700,1625,385,511,578,165,235,280,1111,1417,1543,0.8,0.8,0.8,941,1183,1284,2.7,2.6,2.6
10602,35,36,36,1300,1742,1733,432,569,652,180,260,320,1190,1582,1690,0.8,0.8,0.8,1038,1316,1434,2.7,2.7,2.7
10603,41,43,45,1300,1700,1690,388,493,563,185,250,300,1022,1212,1402,0.8,0.8,0.7,821,979,1158,2.5,2.5,2.5
10604,36,36,38,1200,1733,1700,445,584,635,140,200,240,1161,1533,1629,0.8,0.8,0.8,983,1242,1291,2.5,2.5,2.5
10701,38,39,40,1408,1768,1733,359,437,526,150,200,295,1072,1241,1486,0.8,0.8,0.8,858,997,1218,2.7,2.6,2.6
10702,0,31,67,0,0,0,0,549,374,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
10703,37,39,41,1500,1911,1907,404,502,604,200,260,350,1146,1387,1620,0.8,0.8,0.8,1005,1149,1379,2.7,2.7,2.7
10704,37,37,38,1600,2058,2093,421,522,620,190,260,340,1233,1568,1870,0.8,0.9,0.9,976,1161,1408,2.5,2.5,2.5
10801,49,51,54,1157,1387,1387,336,393,476,175,210,264,755,885,1079,0.7,0.7,0.7,613,739,863,2.3,2.2,2.2
10802,44,47,49,953,1300,1300,309,382,471,150,195,250,693,881,1096,0.8,0.8,0.8,594,738,874,2.4,2.3,2.3
10803,44,46,44,1083,1354,1867,549,602,762,168,125,220,1163,1284,1774,0.9,1,0.8,1006,959,1416,2.2,2.3,2.2
10804,45,47,48,1276,1647,1670,361,447,540,190,250,315,891,1008,1299,0.8,0.8,0.8,678,838,1043,2.3,2.3,2.3
10805,44,47,49,1083,1300,1300,337,396,476,150,200,250,804,935,1129,0.8,0.8,0.8,638,777,906,2.4,2.4,2.3
10901,37,38,40,1083,1408,1387,445,545,634,150,190,230,1131,1326,1512,0.8,0.8,0.8,907,1008,1179,2.5,2.4,2.4
10902,39,42,44,867,1083,1083,390,463,576,100,135,150,977,1062,1345,0.8,0.8,0.8,749,854,1075,2.5,2.4,2.4
10903,43,46,48,953,1192,1200,391,454,561,120,150,190,1006,1045,1324,0.7,0.7,0.7,756,838,1041,2.4,2.3,2.3
11001,36,38,39,970,1300,1387,384,485,569,140,190,240,1072,1217,1453,0.8,0.8,0.8,817,957,1155,2.5,2.4,2.4
11002,42,44,46,845,1083,1083,334,396,482,110,150,195,770,920,1122,0.8,0.8,0.8,617,751,873,2.4,2.4,2.3
11003,35,37,39,1000,1300,1300,448,548,656,110,140,175,1080,1264,1518,0.8,0.8,0.8,881,1013,1234,2.6,2.5,2.5
11004,39,40,40,1008,1369,1463,390,501,620,140,200,250,1013,1163,1445,0.8,0.8,0.8,777,938,1172,2.5,2.4,2.4
11101,40,41,42,1300,1800,1800,402,535,624,190,260,320,1140,1461,1683,0.8,0.8,0.8,935,1146,1328,2.6,2.5,2.5
11102,40,41,43,1300,1733,1733,382,496,582,180,250,320,1071,1295,1499,0.8,0.8,0.8,892,1058,1274,2.6,2.6,2.6
11103,37,37,37,1300,1750,1750,406,558,655,194,275,340,1137,1508,1756,0.8,0.8,0.8,878,1154,1353,2.4,2.4,2.4
11201,42,44,46,1213,1700,1733,387,482,592,220,300,350,971,1095,1396,0.8,0.8,0.8,750,893,1130,2.4,2.4,2.4
11202,39,41,44,997,1350,1330,359,440,516,150,210,250,914,1044,1265,0.8,0.8,0.8,703,851,1001,2.5,2.4,2.4
11203,44,45,47,1300,1733,1733,364,442,539,210,300,340,904,1045,1332,0.8,0.8,0.8,679,842,1056,2.4,2.4,2.4
11301,36,37,39,1083,1300,1300,434,506,648,135,160,200,1087,1215,1493,0.8,0.8,0.8,886,973,1238,2.6,2.6,2.6
11302,41,42,45,1000,1300,1300,386,478,577,120,160,180,1033,1187,1417,0.8,0.8,0.8,787,929,1123,2.4,2.4,2.3
11303,36,37,38,1083,1408,1408,424,536,652,140,200,248,1086,1299,1552,0.8,0.8,0.8,867,1021,1243,2.5,2.5,2.5
11401,44,46,48,1200,1500,1517,349,426,511,166,220,280,849,984,1226,0.8,0.7,0.7,661,823,994,2.4,2.3,2.3
11402,42,45,47,1517,1844,1842,462,548,645,195,260,350,1165,1347,1638,0.7,0.7,0.7,993,1093,1334,2.5,2.5,2.4
11501,36,38,39,2000,2500,2500,618,724,809,330,462,570,1938,2299,2468,0.8,0.8,0.8,1802,2136,2325,3.1,3.1,3.1
11502,39,41,43,2167,2600,2600,572,651,748,270,350,450,1697,2021,2308,0.8,0.8,0.8,1480,1796,2134,3.1,3,3.1
11503,36,39,40,1700,2160,2167,533,641,762,200,270,360,1380,1735,2038,0.8,0.9,0.8,1251,1569,1883,3,3,3
11504,33,35,35,2167,2600,2600,640,739,854,320,440,590,1754,2130,2455,0.8,0.9,0.9,1668,2027,2401,3.3,3.3,3.4
11601,34,34,35,1625,2000,2000,463,551,652,210,300,380,1202,1440,1723,0.8,0.9,0.9,1085,1304,1582,2.9,2.9,3
11602,31,32,33,2000,2500,2470,612,740,845,260,395,500,1543,2010,2305,0.8,0.9,0.9,1440,1914,2263,3.1,3.2,3.3
11603,30,31,32,1517,1881,1911,414,471,577,180,250,330,1063,1231,1509,0.9,1,1,988,1167,1432,3.2,3.2,3.2
11701,37,37,35,1950,2400,2400,453,575,720,225,340,460,1185,1489,1921,0.9,1.1,1.1,993,1242,1624,2.6,2.6,2.7
11702,35,36,35,1950,2500,2500,562,730,900,250,360,460,1425,1873,2312,0.9,1,1,1164,1547,1938,2.4,2.4,2.4
11703,32,32,32,2150,2541,2500,716,888,956,330,465,570,1833,2274,2526,1,1.1,1.2,1237,1591,1925,1.9,2,2
11801,36,36,36,2500,3000,3000,859,1049,1238,360,501,630,2298,2661,3245,0.9,1,1,1605,2060,2413,2.2,2.3,2.3
11802,35,35,34,2150,2600,2600,593,718,834,310,440,550,1580,2066,2421,0.9,1,1,1212,1558,1910,2.4,2.4,2.5
11901,35,35,35,1700,2047,2100,378,439,509,220,315,400,1090,1246,1485,0.9,1,1,937,1103,1330,2.9,3,3.1
11902,35,35,35,1600,2000,2000,357,413,492,190,300,370,980,1114,1370,1,1.1,1.1,837,1020,1266,2.9,2.9,3
11903,38,38,37,1800,2167,2167,462,543,612,240,350,430,1249,1513,1765,0.9,1,1,1075,1291,1569,2.7,2.8,2.9
11904,37,37,35,1820,2167,2167,463,562,667,255,375,460,1194,1459,1763,0.9,1,1.1,1053,1293,1597,2.6,2.7,2.7
12001,37,37,37,2167,2666,2500,672,791,895,340,480,570,1801,2177,2386,0.9,0.9,1,1462,1770,2070,2.5,2.5,2.6
12002,36,37,38,2400,3000,3000,895,1086,1235,350,480,580,2307,2739,3324,0.9,1,1,1757,2224,2434,2.2,2.3,2.4
12003,36,35,34,1876,2167,2167,482,591,700,255,380,460,1286,1623,1958,0.9,1,1.1,1113,1415,1728,2.6,2.6,2.7
12101,36,37,36,2300,2800,2750,760,903,1027,342,475,560,2153,2540,2784,0.9,1,1,1698,2063,2307,2.5,2.6,2.6
12102,37,37,38,1909,2323,2300,591,695,793,290,400,480,1688,2006,2248,0.9,0.9,1,1385,1684,2005,2.7,2.8,2.8
12103,41,41,41,2500,3033,3000,716,814,942,420,580,650,2530,2680,3048,0.8,0.8,0.9,2138,2504,2636,2.9,2.9,3
12104,37,37,38,2403,2900,2700,994,1188,1361,350,480,570,2568,2791,3353,0.9,1,1,1827,2258,2388,2,2.1,2.1
12201,37,37,38,2500,3033,3033,790,986,1193,375,520,650,2262,2649,3339,0.9,1,1,1709,2210,2611,2.4,2.5,2.5
12202,41,42,44,2167,3000,2817,653,754,874,370,500,600,1779,2136,2431,0.8,0.9,0.9,1451,1793,2115,2.7,2.7,2.8
12203,38,38,39,2150,2600,2600,624,744,871,320,440,530,1690,2080,2427,0.9,0.9,1,1372,1686,2091,2.6,2.7,2.7
12301,32,33,34,1820,2200,2167,588,719,820,250,360,450,1485,1920,2181,0.8,0.8,0.8,1373,1768,2044,3,3,3.1
12302,32,33,34,1500,1803,1842,463,547,630,185,260,350,1174,1393,1596,0.8,0.9,0.9,1074,1251,1457,3,2.9,3
12303,35,37,37,1733,2100,2167,494,601,724,200,270,360,1300,1619,1978,0.8,0.8,0.8,1190,1437,1807,3,2.9,3
12401,39,42,44,1500,1842,1842,501,590,689,200,280,350,1342,1629,1866,0.8,0.8,0.8,1103,1264,1466,2.6,2.5,2.5
12402,0,35,60,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,1
12403,32,34,34,1600,2000,2000,535,643,751,215,295,370,1335,1635,1933,0.8,0.8,0.8,1181,1419,1708,2.8,2.8,2.8
12404,32,34,36,1582,2000,1950,508,594,688,200,280,360,1217,1455,1752,0.8,0.8,0.8,1088,1245,1480,2.8,2.7,2.7
12405,32,33,34,1500,1907,1863,488,587,683,210,300,370,1221,1478,1694,0.8,0.9,0.9,1126,1343,1531,3,3,2.9
12501,31,31,32,1700,2000,2000,343,420,519,230,350,450,991,1161,1410,1,1.2,1.2,906,1157,1467,3.1,3.1,3.1
12502,38,39,38,1805,2300,2167,481,566,645,250,350,438,1367,1660,1896,0.8,0.9,0.9,1182,1434,1694,2.8,2.8,2.9
12503,34,33,33,1600,2000,2000,367,424,490,210,300,380,1039,1185,1403,0.9,1,1.1,887,1057,1279,2.9,3,3.1
12504,34,33,34,1712,2030,2080,499,609,722,230,345,420,1246,1533,1879,0.9,1,1.1,1099,1372,1715,2.6,2.6,2.8
12601,39,40,39,2000,2500,2500,602,698,797,305,425,530,1877,2251,2441,0.8,0.9,0.9,1548,1875,2201,2.9,2.9,3
12602,37,37,36,1980,2383,2300,541,646,749,260,370,460,1548,1913,2167,0.9,0.9,1,1210,1502,1826,2.5,2.6,2.7
12701,31,32,33,1733,2167,2167,419,489,614,205,300,400,1148,1388,1760,0.9,0.9,0.9,1112,1329,1717,3.4,3.4,3.4
12702,34,36,37,1500,1800,1820,323,372,442,185,280,350,959,1081,1279,0.9,1,1,895,1044,1243,3.2,3.2,3.3
12703,32,33,34,1733,2162,2100,460,532,603,190,290,360,1197,1416,1665,0.9,1,1,1079,1276,1502,2.9,3,3.1
12801,38,40,41,2000,2470,2500,599,720,839,260,370,450,1580,1942,2277,0.8,0.9,0.9,1243,1530,1863,2.5,2.5,2.6
12802,36,38,39,1900,2383,2383,600,716,833,260,370,440,1712,2074,2343,0.8,0.9,0.9,1467,1792,2093,2.9,2.9,2.9
19797,38,64,58,0,0,0,1037,490,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,35,37,39,0,0,0,344,349,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,36,37,38,1050,1343,1374,406,515,592,160,200,250,1083,1280,1499,0.8,0.8,0.8,848,997,1169,2.5,2.4,2.4
20102,42,44,47,975,1300,1387,377,475,561,138,180,230,1009,1183,1405,0.8,0.8,0.8,778,946,1120,2.5,2.4,2.4
20103,45,47,49,715,989,1083,319,388,464,110,150,190,759,916,1097,0.8,0.8,0.8,610,736,838,2.3,2.3,2.3
20201,36,37,38,1000,1300,1387,408,519,609,160,205,250,1055,1253,1451,0.8,0.8,0.8,832,993,1175,2.5,2.4,2.4
