SA4_CODE_2016,C16_SH_Tot_NPGH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPGH_2,C16_SDRTHT_0b_NPGH_3,C16_SDRTHT_0b_NPGH_4,C16_SDRTHT_0b_NPGH_5,C16_SDRTHT_0b_NPGH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPGH_2,C16_FUA_0b_NPGH_3,C16_FUA_0b_NPGH_4,C16_FUA_0b_NPGH_5,C16_FUA_0b_NPGH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPGH_2,C16_FUA_1b_NPGH_3,C16_FUA_1b_NPGH_4,C16_FUA_1b_NPGH_5,C16_FUA_1b_NPGH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPGH_2,C16_FUA_2b_NPGH_3,C16_FUA_2b_NPGH_4,C16_FUA_2b_NPGH_5,C16_FUA_2b_NPGH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPGH_2,C16_FUA_3b_NPGH_3,C16_FUA_3b_NPGH_4,C16_FUA_3b_NPGH_5,C16_FUA_3b_NPGH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPGH_2,C16_FUA_4mb_NPGH_3,C16_FUA_4mb_NPGH_4,C16_FUA_4mb_NPGH_5,C16_FUA_4mb_NPGH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPGH_2,C16_FUA_NB_NS_NPGH_3,C16_FUA_NB_NS_NPGH_4,C16_FUA_NB_NS_NPGH_5,C16_FUA_NB_NS_NPGH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPGH_2,C16_FUA_Tot_NPGH_3,C16_FUA_Tot_NPGH_4,C16_FUA_Tot_NPGH_5,C16_FUA_Tot_NPGH_6_mor,C16_FUA_T_T,C16_OD_0b_NPGH_2,C16_OD_0b_NPGH_3,C16_OD_0b_NPGH_4,C16_OD_0b_NPGH_5,C16_OD_0b_NPGH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_T_T,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_T,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_T_T
101,12,1495,3,0,0,0,0,3,5,0,0,0,0,5,127,5,0,0,0,136,61,25,4,0,0,90,3,3,0,3,0,8,10,4,0,0,0,9,205,32,8,3,0,248,3,0,0,0,0,3,23,0,0,0,0,23,134,14,0,0,0,156,41,9,3,0,3,53,3,0,0,0,0,3,7,3,4,0,0,8,211,21,9,3,3,244,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,18,3,0,0,0,20,1742,210,43,17,12,2031
102,11,2731,0,0,0,0,0,0,3,0,0,0,0,3,179,3,0,0,0,186,210,40,0,3,0,247,14,7,0,3,0,25,15,4,0,0,0,18,426,49,4,6,3,487,3,0,0,0,0,3,14,0,0,0,0,14,236,11,6,0,0,252,103,28,4,0,0,138,11,0,3,0,0,13,12,0,0,0,0,10,377,42,9,0,0,434,3,0,0,0,0,3,6,0,0,0,0,6,26,0,0,0,0,30,4,3,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,44,3,0,0,0,49,15,0,0,0,0,10,3102,424,124,50,19,3712
103,3,1675,0,0,0,0,0,0,17,0,0,0,0,17,98,7,0,0,0,98,68,18,3,0,0,93,5,8,3,0,0,22,9,0,0,0,0,7,186,35,3,4,0,230,0,0,0,0,0,0,8,0,0,0,0,8,61,4,0,0,0,64,9,6,0,0,0,19,4,0,0,0,3,10,3,0,0,0,0,3,89,5,0,3,4,105,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,5,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,20,15,4,0,3,0,19,1694,231,84,30,9,2050
104,13,1306,0,0,0,0,0,0,5,0,0,0,0,11,89,3,0,0,0,92,63,15,5,0,0,82,7,0,0,0,0,11,6,0,0,0,0,5,172,17,11,0,0,198,4,0,0,0,0,4,13,0,0,0,0,13,127,11,0,0,0,135,40,12,0,0,3,55,5,3,0,0,0,11,3,0,0,0,0,7,191,30,4,3,3,221,7,0,0,0,0,7,9,0,0,0,0,9,18,0,0,0,0,18,8,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,8,46,4,0,0,0,52,25,0,0,0,0,23,1550,169,51,15,17,1808
105,0,944,0,0,0,0,0,0,4,0,0,0,0,4,36,0,0,0,0,35,19,4,0,0,0,20,8,0,0,0,0,4,0,0,0,0,0,0,62,4,0,0,0,66,0,0,0,0,0,0,6,0,0,0,0,6,39,8,0,0,0,44,9,0,0,0,0,13,0,3,0,0,0,3,4,0,0,0,0,4,59,11,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,4,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,31,13,0,0,0,0,13,970,128,16,3,0,1121
106,3,1881,0,0,0,0,0,0,12,0,0,0,0,12,125,3,0,0,0,131,125,19,7,0,0,149,12,3,0,0,0,19,8,0,0,0,0,8,288,23,10,0,0,315,0,0,0,0,0,0,11,0,0,0,0,11,40,3,0,0,0,51,21,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,3,79,6,6,0,0,92,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11,32,3,0,0,0,33,12,3,0,0,0,18,2026,239,57,18,3,2337
107,51,1810,0,0,0,0,0,0,19,5,0,0,0,21,208,10,0,0,0,221,170,126,35,0,0,335,11,7,31,9,3,61,20,5,0,0,0,26,429,152,63,6,9,658,0,0,0,0,0,6,45,0,0,0,0,45,801,85,7,3,0,898,114,176,43,6,0,348,5,6,22,9,0,43,37,9,4,0,0,52,1003,284,76,17,3,1388,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,8,3,0,0,0,9,0,0,4,0,0,7,6,3,0,0,0,6,33,5,5,0,0,43,42,3,0,0,0,46,2705,757,326,104,63,3950
108,3,1837,0,0,0,0,0,0,3,0,0,0,0,3,128,7,0,0,0,134,92,19,0,0,0,111,8,3,3,0,0,14,15,0,0,0,0,10,241,31,3,0,0,273,0,0,0,0,0,0,20,3,0,0,0,18,214,6,0,0,0,217,38,20,3,0,0,60,5,0,0,0,0,9,13,0,0,0,0,13,285,30,4,0,0,319,3,0,0,0,0,3,3,0,0,0,0,3,42,3,0,0,0,42,7,0,0,0,0,7,4,0,0,0,0,3,3,0,0,0,0,3,59,3,0,0,0,62,24,0,0,0,0,20,2199,233,67,19,5,2523
109,9,1014,0,0,0,0,0,0,16,0,0,0,0,16,120,4,0,0,0,130,40,13,0,0,0,59,0,0,0,0,0,6,3,3,0,0,0,6,179,30,8,0,0,217,0,0,0,0,0,0,5,0,0,0,0,5,44,0,0,0,0,47,4,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,9,66,5,0,0,0,70,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,5,29,4,0,0,0,32,9,0,0,0,0,6,1086,170,59,14,6,1337
110,17,1712,0,0,0,0,0,0,11,0,0,0,0,9,112,7,3,0,0,122,28,13,3,0,0,46,7,3,0,0,0,6,10,0,0,0,0,9,170,22,10,0,3,200,0,0,0,0,0,0,11,0,0,0,0,11,63,4,0,0,0,68,13,4,0,0,0,16,0,0,3,0,0,3,4,0,0,0,0,8,90,10,8,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,15,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,20,3,0,0,0,27,12,3,0,0,0,13,1677,242,86,32,18,2056
111,87,3983,0,0,0,0,0,0,22,0,0,0,0,26,428,26,0,0,0,458,266,219,30,5,0,515,17,23,32,12,3,83,20,6,0,0,0,27,755,273,61,18,5,1106,7,0,0,0,0,7,50,3,0,0,0,51,444,29,0,0,0,471,82,89,12,0,0,185,11,9,6,3,0,31,18,3,0,0,0,26,612,132,21,5,0,767,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24,3,0,0,0,0,5,0,3,0,0,0,3,4,0,0,0,0,8,35,7,3,0,0,45,21,9,8,0,3,39,4080,1216,417,126,105,5944
112,15,2759,3,0,0,0,0,3,10,0,0,0,0,6,225,13,0,0,0,231,264,58,15,3,0,342,18,14,7,0,0,34,16,3,0,0,0,20,529,86,22,4,0,644,0,0,0,0,0,0,15,0,0,0,0,16,239,5,3,0,0,246,80,28,4,0,0,107,3,4,0,0,0,8,18,3,0,0,0,26,357,42,7,3,0,408,5,0,0,0,0,5,9,0,0,0,0,9,49,3,0,0,0,49,4,0,0,0,0,5,0,0,0,0,0,6,5,0,0,0,0,6,75,4,3,0,0,82,27,3,0,0,0,33,3147,532,167,59,16,3928
113,22,1399,0,0,0,0,0,0,5,0,0,0,0,9,49,0,0,0,0,47,29,9,0,0,0,38,0,0,0,0,0,3,4,0,0,0,0,4,86,14,4,0,0,102,0,0,0,0,0,0,12,3,0,0,0,12,122,17,6,3,0,151,22,8,0,0,0,33,3,0,0,0,0,5,8,0,0,0,0,11,170,29,6,3,0,210,3,0,0,0,0,3,3,4,0,0,0,3,10,0,0,0,0,7,5,4,0,3,0,10,6,0,0,0,0,9,3,0,0,0,0,5,26,8,3,3,0,37,16,3,0,0,0,19,1323,280,98,31,32,1764
114,5,1169,0,0,0,0,0,0,3,0,0,0,0,3,61,0,0,0,0,63,47,4,0,0,0,50,3,0,0,0,0,3,3,0,0,0,0,5,118,6,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23,11,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,32,3,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,4,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,24,8,0,0,0,0,15,1201,114,38,10,5,1366
115,17,717,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,55,27,6,5,3,96,13,12,3,4,14,48,3,0,0,0,0,4,93,40,9,16,16,170,0,0,0,0,0,0,0,0,0,0,0,0,53,3,3,4,3,64,24,10,3,5,6,47,0,0,0,3,3,5,0,0,0,0,0,3,81,20,7,8,12,122,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,3,0,0,0,0,5,694,184,60,43,45,1026
116,63,1808,0,0,0,0,0,0,10,0,0,0,0,10,67,7,0,0,0,73,133,30,13,7,4,189,33,24,14,3,3,75,10,6,0,0,0,16,257,69,27,11,4,364,3,0,0,0,0,3,5,0,0,0,0,5,108,17,8,0,0,131,17,7,0,0,0,27,0,0,0,0,0,0,20,3,3,0,0,26,155,28,10,5,3,196,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,14,17,5,0,0,0,23,1734,351,168,80,72,2402
117,40,945,11,0,0,3,0,11,66,12,3,3,0,86,906,117,33,4,3,1064,555,1011,204,31,14,1807,150,205,490,185,95,1124,85,57,28,12,18,209,1773,1396,763,240,125,4302,146,17,15,4,0,183,1258,115,39,18,11,1440,5106,1316,774,214,128,7532,433,883,288,128,142,1873,46,49,106,63,70,334,228,86,63,28,28,430,7223,2449,1289,446,380,11795,0,0,0,0,0,0,16,3,0,0,0,19,66,16,0,0,0,83,20,45,7,0,0,79,0,7,13,6,0,32,12,3,3,4,0,19,118,75,26,11,0,233,57,23,20,8,4,110,9588,4220,2246,770,557,17382
118,80,836,7,0,0,0,0,6,6,4,0,0,0,8,234,35,3,0,3,275,258,295,56,4,4,618,55,60,132,39,21,305,33,15,11,10,3,72,594,406,208,54,32,1283,47,3,0,0,0,50,342,15,3,6,0,369,4077,668,259,49,6,5053,454,1058,258,79,31,1880,27,43,100,56,24,251,177,46,33,13,4,278,5119,1832,654,207,76,7883,0,0,0,0,0,0,9,4,0,0,0,11,41,14,0,0,0,54,11,20,6,0,0,42,0,6,9,3,3,20,0,0,0,0,0,0,69,40,19,3,5,134,18,11,0,0,3,35,6148,2464,1008,356,190,10166
119,134,2291,0,0,0,0,0,0,26,3,0,0,0,31,199,16,4,0,0,223,227,67,26,6,5,333,69,24,29,20,17,164,28,8,3,5,5,49,551,124,66,30,26,797,12,3,4,0,0,26,143,23,0,4,0,172,2099,556,254,59,33,3002,282,336,187,63,52,917,19,22,35,20,8,98,124,46,26,16,5,215,2676,985,501,162,99,4432,0,0,0,0,0,0,8,0,0,0,0,8,25,7,3,0,0,40,16,12,3,3,0,29,3,0,3,0,0,5,3,5,0,0,0,7,52,22,8,5,0,89,25,7,9,4,0,42,4671,1549,802,366,266,7650
120,112,1319,3,0,0,0,0,9,19,0,0,0,0,27,322,29,9,3,0,363,236,233,47,7,3,520,52,45,79,29,8,218,31,7,0,4,0,52,668,313,134,38,14,1170,25,12,7,3,0,39,244,28,6,0,0,278,2438,629,243,68,42,3423,304,460,178,49,36,1024,19,24,35,23,10,113,117,34,21,14,4,199,3146,1180,492,162,97,5083,0,0,0,0,0,0,6,0,0,0,0,8,60,11,7,4,0,78,18,26,11,6,0,60,0,3,4,3,0,16,4,4,0,0,0,14,82,50,17,7,3,167,50,14,5,3,0,75,4548,1900,833,316,227,7819
121,35,1095,0,0,0,0,0,0,10,3,0,0,0,13,127,17,0,0,0,140,118,113,16,3,0,252,24,13,25,12,4,72,14,4,0,0,0,19,288,150,44,8,4,496,36,4,0,0,0,41,287,20,3,0,0,312,2274,239,58,14,3,2579,334,409,56,12,3,816,11,19,13,3,0,49,72,24,6,0,0,107,3010,717,138,32,10,3905,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,10,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,21,12,3,3,0,0,21,4005,1081,293,108,52,5540
122,17,933,0,0,0,0,0,0,9,0,0,0,0,9,53,5,0,0,0,59,55,35,3,0,0,98,7,15,10,7,4,40,13,0,0,0,0,14,137,56,15,7,5,219,3,0,0,0,0,3,98,7,0,0,0,105,1147,131,26,12,0,1317,124,161,24,3,0,316,12,9,4,3,0,26,47,15,8,3,0,71,1427,327,62,13,0,1835,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,8,3,4,0,3,0,12,3,0,0,0,0,5,0,0,0,0,0,0,15,7,0,3,0,29,14,8,0,0,0,25,2217,597,152,59,20,3046
123,11,1270,0,0,0,0,0,0,6,0,0,0,0,6,112,4,0,0,0,112,84,11,3,3,0,102,11,7,3,0,0,23,10,0,0,0,0,13,228,20,7,3,0,262,0,0,0,0,0,0,8,0,0,0,0,8,78,3,0,0,0,78,11,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,98,9,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,4,1344,200,67,25,10,1651
124,11,2123,0,0,0,0,0,0,8,0,0,0,0,6,113,6,0,0,0,118,198,40,3,0,0,239,25,0,4,3,0,35,8,0,0,0,0,8,353,51,8,3,0,418,0,0,0,0,0,3,5,3,0,0,0,12,195,14,0,0,0,213,25,7,3,0,0,38,0,0,0,0,0,3,15,0,0,0,0,14,240,27,3,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,9,18,0,0,0,0,21,2374,336,96,33,13,2850
125,251,2240,8,0,0,0,0,8,26,0,0,0,0,31,182,14,8,0,0,209,223,101,49,27,22,413,54,48,42,19,19,181,17,10,3,5,4,44,508,177,98,45,47,879,12,4,3,0,3,23,131,18,3,6,3,160,1372,389,225,107,65,2159,210,224,94,46,71,644,12,3,7,10,6,43,103,42,21,19,17,203,1835,673,361,193,169,3230,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,0,23,6,4,0,4,3,20,3,0,4,0,0,9,0,0,0,0,0,4,26,12,7,9,13,60,25,8,5,3,3,44,3554,1261,740,419,480,6454
126,98,1053,0,0,0,0,0,0,9,0,0,3,0,10,123,15,0,0,0,139,87,62,12,3,3,174,10,15,23,9,11,68,3,4,0,0,3,11,233,94,40,23,15,404,15,0,0,0,0,13,128,10,0,0,0,143,830,159,50,5,0,1042,78,173,51,17,3,323,6,7,10,3,0,26,27,13,0,5,0,45,1084,359,114,35,6,1596,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,14,9,3,0,0,0,15,1824,678,308,157,123,3084
127,28,1337,0,0,0,0,0,0,8,0,0,0,0,8,74,5,0,0,0,82,105,29,7,9,3,152,16,0,5,0,3,20,18,3,0,0,0,19,220,36,11,9,7,286,7,0,0,0,0,5,28,8,0,0,0,36,368,47,12,6,0,434,52,14,8,0,3,83,3,0,3,0,0,7,26,12,0,0,0,37,489,81,33,3,5,606,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,5,3,0,0,0,4,8,0,0,0,0,7,3,0,0,0,0,3,21,3,0,0,0,29,12,4,0,0,0,19,1729,336,120,56,38,2273
128,7,615,0,0,0,0,0,0,5,0,0,0,0,5,52,3,0,0,0,51,106,23,4,0,0,125,16,0,3,0,0,20,10,0,0,0,0,14,186,26,7,0,0,219,0,0,0,0,0,0,33,0,0,0,0,35,661,34,9,0,0,701,54,32,3,0,0,95,0,0,0,0,0,3,27,4,0,0,0,33,777,73,12,0,0,869,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,19,3,0,0,0,27,10,0,0,0,0,12,1452,209,60,8,5,1741
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,15,1883,0,0,0,0,0,0,9,0,0,0,0,11,130,3,0,0,0,135,101,51,12,0,0,165,13,19,20,8,0,62,12,0,0,0,0,8,261,75,36,8,0,382,0,0,0,0,0,0,4,0,0,0,0,7,34,3,0,0,0,39,21,10,0,0,0,28,3,3,0,0,0,5,4,0,0,0,0,4,63,18,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,18,3,0,0,0,22,1814,354,160,37,17,2383
202,24,1828,0,0,0,0,0,0,3,0,0,0,0,5,113,4,0,0,0,122,55,36,3,0,0,94,0,7,7,0,0,20,11,0,0,0,0,13,185,51,14,0,3,251,0,0,0,0,0,0,4,0,0,0,0,3,15,0,0,0,0,13,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,7,3,0,0,32,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,13,0,0,0,0,14,1613,366,100,40,26,2134
203,78,2773,0,0,0,0,0,0,24,0,0,0,0,28,230,17,0,0,0,247,118,69,15,0,0,196,11,7,14,4,3,43,15,3,0,0,0,19,402,98,26,7,6,535,0,0,0,0,0,0,20,0,0,0,0,20,80,3,3,0,0,85,17,15,0,0,0,32,3,0,0,0,3,8,3,0,0,0,0,4,121,24,3,0,3,152,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,12,5,0,3,0,0,11,3,0,7,4,0,11,0,0,0,0,0,0,21,4,8,4,0,31,14,3,0,0,0,20,2431,619,264,105,85,3514
204,15,1475,0,0,0,0,0,0,9,0,0,0,0,9,90,0,3,0,0,94,23,3,0,0,0,32,3,0,0,0,0,6,3,0,0,0,0,4,128,8,4,0,0,142,0,0,0,0,0,0,5,0,0,0,0,5,43,3,0,0,0,45,11,3,0,0,0,12,0,0,0,0,0,3,6,0,0,0,0,6,71,7,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,13,10,0,0,0,0,10,1474,138,55,31,15,1712
205,16,2336,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,75,38,4,0,0,0,41,0,5,0,0,0,9,4,0,0,0,0,9,123,14,3,0,0,138,0,0,0,0,0,0,8,0,0,0,0,8,68,5,0,0,0,69,22,3,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,8,104,5,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25,9,3,0,0,0,15,2273,257,59,22,16,2622
206,97,4180,8,5,0,0,0,14,78,3,5,0,0,89,2344,242,34,12,4,2632,1063,1990,338,30,6,3426,128,251,517,220,78,1194,144,68,29,12,9,258,3760,2563,927,268,96,7610,123,12,7,0,0,147,1613,109,37,5,4,1771,11742,1907,574,147,65,14433,777,1633,335,88,47,2882,50,62,112,39,24,277,387,153,57,24,14,631,14693,3887,1116,306,148,20148,0,0,0,0,0,3,6,0,3,0,0,8,87,7,0,0,0,97,24,43,7,0,0,75,0,14,17,3,3,36,4,3,0,0,0,10,124,66,24,7,3,230,103,38,19,8,0,164,20358,7933,2865,837,345,32344
207,164,2561,3,0,0,4,0,7,16,3,0,0,0,22,444,40,3,0,0,486,282,291,60,15,8,651,58,39,92,42,15,243,33,17,10,0,0,60,827,392,163,61,21,1459,9,0,0,0,0,11,131,8,0,3,0,149,1374,181,46,8,3,1609,99,189,29,12,6,325,8,14,20,3,3,44,49,5,4,0,0,57,1667,395,102,21,14,2202,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,8,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,17,14,0,0,0,33,18,6,3,3,3,30,3650,1446,695,294,196,6284
208,67,2025,0,0,0,0,0,0,27,0,0,0,0,25,659,54,7,0,0,715,365,251,40,11,5,677,35,30,63,19,11,161,24,13,0,3,0,40,1113,349,115,32,16,1621,3,0,0,0,0,6,169,9,3,0,0,182,1421,171,29,12,4,1641,145,209,27,7,5,394,10,12,24,12,0,56,49,11,0,3,3,70,1805,412,85,38,15,2346,0,0,0,0,0,0,11,0,0,0,0,12,30,0,0,0,0,26,4,8,4,0,0,21,0,0,4,0,0,3,0,0,0,0,0,0,40,15,4,0,0,65,22,9,0,0,4,36,4166,1199,444,184,98,6094
209,137,3705,4,0,0,0,0,6,39,0,0,0,0,40,608,48,16,0,0,671,314,208,44,14,3,585,21,27,38,18,0,108,32,11,9,3,3,61,1020,300,109,34,10,1472,6,0,0,0,0,6,30,3,0,0,0,31,404,50,6,0,0,462,42,48,9,0,0,106,13,11,26,5,0,57,15,6,3,0,0,25,517,120,49,5,3,690,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,17,0,8,0,0,0,6,0,0,4,0,0,8,0,0,0,0,0,0,19,10,4,0,0,38,17,3,0,0,0,22,3799,1214,553,206,150,5922
