SA2_MAINCODE_2016,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3
101021007,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0
101021008,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,20,3,3,0,0,25,5,3,0,0,0,8,0,0,0,0,0,0,35,4,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,8
101021009,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,22,0,3,3,0,31,9,0,3,0,0,14,3,0,0,0,0,3,50,0,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,45,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,5,3,0,148,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,37,7
101021010,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,3,0,0,0,10,7,0,0,0,0,9,0,0,0,0,0,0,26,4,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021011,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,29,0,0,0,0,34,8,0,0,0,0,12,0,0,0,0,0,3,50,3,0,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,57,3,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,24,3
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,24,17,4,0,0,0,20,0,0,0,0,0,0,38,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6
101031013,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0
101031014,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,21,0,0,0,0,25,0,3,0,0,0,4,0,0,0,0,0,0,37,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,30,0
101031015,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0
101031016,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,6,8,3,3,0,0,15,12,0,0,0,0,19,3,0,0,0,0,3,30,9,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,0,0,0,8,0,0,0,0,0,0,12,4,0,0,0,17,20,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,7,3,0,78,3,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,8,10,5
